FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 4B,87,8811,Lieutenant - EMT,Annual,6,1,135144.00,810864
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 4B,87,8811,Lieutenant - EMT,Annual,8,1,130908.00,1047264
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 4B,87,8811,Lieutenant - EMT,Annual,10,1,126840.00,1268400
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 4B,87,8811,Lieutenant - EMT,Annual,1,1,122976.00,122976
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8808,Fire Engineer - Paramedic,Annual,1,1,125202.00,125202
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8808,Fire Engineer - Paramedic,Annual,1,1,121656.00,121656
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8808,Fire Engineer - Paramedic,Annual,1,1,117384.00,117384
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8807,Fire Engineer - EMT,Annual,7,1,122274.00,855918
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8807,Fire Engineer - EMT,Annual,2,1,118830.00,237660
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8807,Fire Engineer - EMT,Annual,19,1,114654.00,2178426
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8807,Fire Engineer - EMT,Annual,8,1,110766.00,886128
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8807,Fire Engineer - EMT,Annual,3,1,107166.00,321498
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,6,1,114570.00,687420
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,7,1,110196.00,771372
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,9,1,105936.00,953424
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,2,1,102372.00,204744
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,37,1,98904.00,3659448
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,1,1,94152.00,94152
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,9,1,66264.00,596376
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,3 00,89,8763,District Chief,Annual,1,1,199572.00,199572
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 05,89,8761,FAA Fire Training Specialist,Annual,1,1,143076.00,143076
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 05,89,8761,FAA Fire Training Specialist,Annual,1,1,130698.00,130698
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,3 00,89,8755,Assistant Deputy Fire Commissioner,Annual,1,1,212664.00,212664
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 04,87,8742,Fire Engineer - Assigned as Instructor,Annual,1,1,115938.00,115938
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3B,87,8741,Firefighter - EMT Assigned as Training Instructor,Annual,1,1,108600.00,108600
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 05,87,8737,Captain,Annual,2,1,143076.00,286152
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 04,87,8735,Lieutenant,Annual,1,1,127410.00,127410
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 04,87,8735,Lieutenant,Annual,1,1,123420.00,123420
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 04,87,8735,Lieutenant,Annual,2,1,115938.00,231876
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8733,Fire Engineer,Annual,2,1,115308.00,230616
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8733,Fire Engineer,Annual,3,1,112020.00,336060
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8733,Fire Engineer,Annual,2,1,108096.00,216192
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,1,1,108036.00,108036
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,4,1,103914.00,415656
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,3,1,99876.00,299628
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,4,1,62466.00,249864
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,1,1,117324.00,117324
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,1,1,112812.00,112812
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,2,1,108444.00,216888
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,6,1,104814.00,628884
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,8,1,101262.00,810096
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,2,1,96402.00,192804
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,1,1,91872.00,91872
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,1,1,78624.00,78624
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 6B,87,8701,Battalion Chief - EMT,Annual,6,1,165858.00,995148
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,60720.00,60720
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,75694.00,75694
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 3A,87,8819,Firefighter - Per Arbitrators Award - Paramedic,Annual,1,1,125202.00,125202
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 01,87,8750,Paramedic,Annual,2,1,103914.00,207828
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 01,87,8750,Paramedic,Annual,1,1,80448.00,80448
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 01,87,8750,Paramedic,Annual,3,1,76122.00,228366
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 01,87,8750,Paramedic,Annual,5,1,62466.00,312330
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 3A,87,8749,Paramedic-In-Charge,Annual,1,1,101052.00,101052
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 3A,87,8749,Paramedic-In-Charge,Annual,6,1,91662.00,549972
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 3A,87,8749,Paramedic-In-Charge,Annual,2,1,87408.00,174816
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 05,87,8745,Ambulance Commander,Annual,1,1,143076.00,143076
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,F 05,87,8745,Ambulance Commander,Annual,2,1,134736.00,269472
LOCAL,59,Chicago Fire Department,0740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4720,Emergency Medical Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,61004.00,61004
LOCAL,85,Chicago Department of Aviation,0740,Chicago O'Hare Airport Fund,1005,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,1 00,9,9985,Commissioner of Aviation,Annual,1,1,291696.00,291696
LOCAL,85,Chicago Department of Aviation,0740,Chicago O'Hare Airport Fund,1005,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,X 41,0,9823,Managing Deputy Commissioner,Annual,4,1,199224.00,796896
LOCAL,85,Chicago Department of Aviation,0740,Chicago O'Hare Airport Fund,1005,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,X 41,0,9823,Managing Deputy Commissioner,Annual,1,1,179412.00,179412
LOCAL,85,Chicago Department of Aviation,0740,Chicago O'Hare Airport Fund,1005,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,X 41,0,9823,Managing Deputy Commissioner,Annual,1,1,159624.00,159624
LOCAL,85,Chicago Department of Aviation,0740,Chicago O'Hare Airport Fund,1005,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,X 41,9,9663,First Deputy Commissioner,Annual,1,1,210804.00,210804
LOCAL,85,Chicago Department of Aviation,0740,Chicago O'Hare Airport Fund,1005,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,B 14,4,1912,Project Coordinator,Annual,1,1,73140.00,73140
LOCAL,85,Chicago Department of Aviation,0740,Chicago O'Hare Airport Fund,1005,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,BX 16,10,1430,Policy Analyst,Annual,1,1,74244.00,74244
LOCAL,85,Chicago Department of Aviation,0740,Chicago O'Hare Airport Fund,1005,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4400,Administration,BX 16,10,0802,Executive Administrative Assistant II,Annual,2,1,77796.00,155592
